"content","class"
"Fit a piping bag with a 1cm tip and pipe cookies into the previously drawn templates. Tap the bottom of the pan to encourage air bubbles to leave the batter. Leave the pans at room temperature for 2 hours to form skins.",1
"Preheat oven to 325 F. Bake for 10-11 minutes. Leave the door propped open with a wooden spoon, and halfway through baking, rotate the pans. Transfer parchment sheets to a wire cooling rack. When cool, remove macrons with an offset spatula and pair them by size. Fill each with 1 tsp of filling - do not overfill. Refrigerate overnight and serve.",1
"Bring all ingredients to a simmer, while stirring to combine. Cook for 5 minutes, stirring occasionally. Use immediately, or cool, move to a squeeze bottle, and place in the refrigerator.",1
"Add to a medium bowl and set aside.",1
"Place in a small saucepan and bring to a boil.",1
"Work with a rubber spatula until soft and creamy.",1
"Work the cream carefully into the chocolate, stirring to melt all the chocolate without adding air bubbles. Add the butter in two additions, still stirring gently to avoid air bubbles. Serve immediately as warm liquid, or leave it to set at room temperature or in the fridge. Bring it back to pliable consistency, if necessary, with a short time in the microwave.",1
"Heat in a medium saucepan on medium heat until shimmering.",1
"Add and cook until softened but not brown, about 8 minutes.",1
"Add and cook until just fragrant, less than a minute.",1
"Add and bring to a boil. Reduce to a simmer and cook until reduced to thick, ketchup-like consistency, 45 minutes to an hour.",1
"Puree in a blender until completely smooth. Force through a strainer to remove solids. Adjust seasonings, if necessary; cool; and store for up to a month in a squeeze bottle.",1
"Add to 8-quart dutch oven on low heat and render for 25-30 minutes. Remove bacon and reserve for another use.",1
"Add to bacon fat and stir to combine",1
"Add clove and anise to spice bag and add to pot. Cook over low heat, stirring occasionally, until the onions are deep brown - about one hour.",1
"Add to pot and cook until celery is translucent; about 30 minutes. Remove the spice bag.",1
"Add to a separate 4-quart sauce pan and heat on high heat until shimmering.",1
"Add to oil and cook until well browned, about 5 minutes. Remove to a colander to drain. Return pan to high heat.",1
"Add to pan and deglaze, scraping up brown bits. Add wine and meat to dutch oven with onions.",1
"Add to dutch oven and stir to combine. Cover and cook over low heat for 3 hours, stirring occasionally.",1
"After the meat mixture has been cooking for 90 minutes, place oil in the 4-qt pan and heat on medium until shimmering.",1
"Add and cook until fragrant, less than a minute.",1
"Add and cook until most of liquid has evaporated, about 30 minutes.",1
"Add and stir to combine; continue simmering another 30 minutes.",1
"Once the tomato mixture is again mostly dry, add the oil and increase the heat. Fry the tomatoes for 2-3 minutes, or until starting to brown. Add the tomato mixture to the meat, stir to combine, and simmer for 10 minutes. Serve immediately over pasta or freeze for up to 3 months.",1
"Melt in a small saucepan and add to bowl of stand mixer.",1
"Sift together in medium bowl.",1
"Add to mixer and beat on full speed for two minutes.",1
"Whisk together in a small bowl; add to mixer while running on low speed. Then, add the dry ingredients in a couple of rounds, scraping the bowl after each addition.",1
"With the mixer still running at low speed, add and stir until combined. Chill the dough for one hour.",1
"Preheat oven to 375 F. Arrange 1.5-oz scoops of dough on two baking sheets and bake for 15 minutes, rotating the pans halfway through. Sprinkle a small amount of salt on each cookie.  Cool for five minutes and serve.",1
"Preheat oven to 350 F. Grease 9-inch springform pan with butter; then, line sides and bottom with parchment paper.",1
"Place in bowl of stand mixer and beat on low speed until combined; take care not to incorporate too much air.",1
"Add and mix until just combined.",1
"Add to stand mixer while it is running, stopping occasionally to scrape the sides.",1
"Add and beat until completely smooth. Pour into springform pan and level with spatula. Bake for 50-60 minutes or until a skewer comes out of the middle of the cake moist but not crumby.",1
"Bring to a boil in a small saucepan and remove from heat once boiling. Juice should total 1/2 cup. When the cake comes out of the oven, brush it with the syrup until it has all been absorbed.",1
"Garnish and serve.",1
"Render the pork by placing it in a large stock pot and cooking over low heat for 10-15 minutes. After the fat has rendered from the pork, increase the heat and fry the pork cubes. Remove and reserve the cracklings.",1
"Add to fat and sweat onions until translucent but not brown, about 8 minutes.",1
"Add, ensuring potatoes are submerged. Boil for 10 minutes or until potatoes are softened but not cooked all the way through. Reduce heat to low and season with salt and pepper.",1
"Add to pot and cook for 5 minutes or until almost, but not quite, done. Remove from heat, cover, and rest for 10 minutes.",1
"Add to chowder and season with additional salt and pepper, if necessary.",1
"Serve with soup.",1
"Add to large bowl and submerge with water, dissolving salt. Leave for 1 hour, then rinse fish thoroughly.",1
"Heat in large saucepan until shimmering.",1
"Add and cook until vegetables are just beginning to soften, 2-4 minutes. Add fish scraps.",1
"Add and cook while stirring until the wine begins to steam. Add water to barely cover the solids in the pot (about 4 cups).",1
"Add to pot and bring to a bare simmer, skimming scum off the surface regularly. After 20 minutes, strain through a fine mesh strainer and use immediate or freeze for up to several months.",1
"Combine in a large bowl just until no dry flour remains. Cover with plastic wrap and rest at room temperature for at least 8 and up to 24 hours.",1
"Stir into existing dough just until no dry flour remains. Cover with plastic wrap and rest at room temperature for 15 minutes.",1
"Stir into dough and rest for 30 minutes.",1
"Fold the dough over itself 8 times, rotating the bowl each time so that all the dough is folded. Re-cover the dough and rest for 30 more minutes. Complete this folding process a total of 3 times. Transfer to a floured surface and dust dough lightly with flour. Divide the dough in half and shape each half into a round. Preheat oven to 500 F, with a pizza stone on a low rack.",1
"Coat two 9-inch cake pans with half the oil and salt each. Place a round of dough in each pan, smooth side down, to coat with oil. Turn the dough over and repeat. Rest the dough for 5 minutes; then, press it lightly outward toward the edges of the pan. Pop any large bubbles and poke 2 or 3 dozen holes in each round with a fork.",1
"Sprinkle on dough and rest until it is bubbly; 5-10 minutes.",1
"Place cake pans on pizza stone and then reduce heat to 450 F. Bake until golden brown, 25-30 minutes, rotating the pans halfway through. Remove and cool on wire racks, brushing the tops of the loaves with any oil that remains in the pans. Cool for 30 minutes and serve.",1
"Heat oven to 425 F with a rack in the lower part of the oven. Grease a 13 X 9 baking dish.",1
"Cook in a large skillet over medium low until crisp; then, transfer to a plate lined with paper towels and discard all but 1 tbsp of the fat.",1
"Add to bacon fat and return to medium heat. Cook until onion is golden brown, about 25 minutes. If the bottom of the pot threatens to turn black, add 1 tbsp of water and scrape as needed. When done, transfer to a medium bowl.",1
"Add to onions along with reserved bacon pieces. Stir to combine.",1
"Add to the pan that was used for the onions and bring to a simmer, scraping up and dissolving any brown bits left on the bottom of the pan.",1
"Toss with onion mixture and transfer to prepared baking dish. Press down on the mixture with a spatula to compress it. Pour the hot broth over the potatoes and dot with the butter.",1
"Bake until the potatoes are tender and golden brown on the edges, and most of the liquid has been absorbed, 45 minutes to an hour. Cool on a wire rack for 20 minutes, and serve.",1
"Dry roast each ingredient individually over medium heat until fragrant, taking care not to burn them. Transfer all ingredients to a spice grinder and grind.",1
"Add to mixture and stir to combine. Store in an airtight container for up to one month.",1
"Heat until shimmering in a medium stock pot.",1
"Add and saute 5 minutes or until browned.",1
"Add and cook until vegetables are slightly softened, about 5 minutes.",1
"Add, cover the pot, and bring to a boil. Uncover and boil for another 60-90 minutes, or until the stock has reduced to 3 cups. Pass through a fine mesh strainer and use immediately, refrigerate for up to a few days, or freeze for up to a few months.",1
"Add to a 4-quart saucier on medium heat.",1
"Shake together in a sealed jar until smooth. Stir into the saucier and whisk constantly until thickened; 3-4 minutes. Remove from heat and cool to 190 degrees.",1
"Shake together in a sealed jar until no lumps remain.",1
"Whisk into saucier along with potato starch slurry. Return to low heat and simmer for 5 minutes or until just thickened. Adjust with extra salt and pepper if needed.",1
"Heat oven to 350 F and grease an 8-inch square baking pan.",1
"Bring to a boil in a medium saucepan over medium heat.",1
